date,user,location,text
2021-03-16 11:04:49,India_AllSports,Email: indiaallsports@gmail.com,"News Flash: 
Dhana Lakshmi wins GOLD medal in Women's 100m at Federation Cup in Patiala with timing of 11.39s 
Star sprinter Dutee Chand finished 2nd best with timing of 11.5 while Hima Das was disqualified due to false start. 
#Tokyo2020 Qualification mark: 11.15s https://t.co/2NrpqtePR3"
2021-03-16 10:44:36,FISTOSPORTS,"Chennai, India","Dutee Chand will take the track for her 100m heats. The sprinter from Odisha needs to clock 11.15 sec to make the Olympic cut. Hima Das too will be in action in the 100m, however, she has been clubbed in a different heat. Hima Das will also participate in the 200m.

#Tokyo2020 https://t.co/rwVqmbDD8c"
2021-03-16 10:38:10,FrancsJeux,,"#Headline☝️

🇯🇵 The #organisers of the #Tokyo2020 #Games would now consider #testing the #athletes no longer every four days, as initially announced, but on a daily basis.

@Tokyo2020 #Covid19 
https://t.co/XvY5pCRtlN"
2021-03-16 10:36:12,AndrewBinner,🇪🇸Madrid (mostly) & 🇬🇧 LDN,"Nate Ebner 🏈 has signed up for another stint in the @USARugby 7s team for #Tokyo2020  

Tom Brady hype video imminent, surely 💥"
2021-03-16 10:32:01,SportBusiness,"London, UK","The ceremony to launch the #Olympic torch and the first section of the relay which follows will have no spectators due to ongoing concerns about #Covid-19, the #Tokyo2020 Organising Committee has said.

https://t.co/QliLeOI3Qq"
2021-03-16 10:29:12,Media_SAI,"New Delhi, India","The #TOPScheme is supporting Indian athletes in their quest to give their best at the highest level. Take a look at the criteria adopted to select #TOPSAthletes (core group) till the #Tokyo2020 Olympics and Paralympics.
Stay tuned for more!
#JeetengeOlympics #RoadToOlympics https://t.co/sa0ngNib6J"
2021-03-16 10:26:00,fmtoday,Malaysia,Organisers say staff must also test negative for Covid-19 before heading to the event. #FMTNews #Tokyo2020 https://t.co/vvTB8K7AYJ
2021-03-16 09:59:00,Olympics,"Lausanne, Switzerland","A jaw-dropping aerial view of the Ariake Tennis Park. Who are you most excited to see playing there at @tokyo2020? 🎾 
#Tokyo2020 #Tokyo2020Tuesday"
2021-03-16 09:52:49,LemmyFan123,"England, United Kingdom","Yoshi in Gymnastics.
#Play2020 #Tokyo2020 #OfficialVideoGame #MarioandSonic #NintendoSwitch https://t.co/PRaOevt2bG"
2021-03-16 09:05:00,DOPreston,"Salford, England",I keep forgetting that it’s the #Tokyo2020 Olympics this year! Can’t wait!! https://t.co/6OuPkya9Nl
2021-03-16 09:02:14,tiag0_0liveira,Portugal,"About our journey! Truly deserved...
@AndebolPortugal @xpsnetwork #Tokyo2020 https://t.co/6f5XNiZdzt"
2021-03-16 08:57:06,SCMP_Sport,Hong Kong,New York Giants’ and Hong Kong Sevens player Nate Ebner targets US rugby sevens spot at #Tokyo2020 https://t.co/38b7vdBESC
2021-03-16 08:45:55,Tokyo2020hi,,"GUESS THE OLYMPIC EDITION 👀

#Tokyo2020 #UnitedByEmotion https://t.co/srPkTKKYDI"
2021-03-16 08:18:42,AliElsawy67,,"GOLD 🥇🥇🥇
El7amdlalah
First place and Gold medal @
K1 ISTANBUL 2021 
#karate #kumite #Fighter  #WorldKarateFederation #EGY319 #Egypt #Olympics #qualifications #Tokyo2020🇯🇵
@worldkarate_wkf @SportsNewsEgyp2 
@ESNEgypt_ https://t.co/cTXIExsW4q"
2021-03-16 08:06:42,aasportsmed,INDIA,Governments attending Tokyo 2020 set to be told to reduce delegation sizes: https://t.co/AKhBEQXtKr COVID prevents Freeloaders of all countries in #Tokyo2020 @IndiaSports @Media_SAI @BFI_official @FederationWrest @afiindia @TheHockeyIndia @IndiaOLYMPIC @neerubhatia3 @Bakwasbaaji
2021-03-16 07:49:30,alkassdigital,"Doha, Qatar",Tokyo Olympic organisers on Tuesday unveiled COVID-19 countermeasures for the torch relay as they reduce the number of participants and simplify the programme for the marquee event to help prevent the spread of the coronavirus. #Tokyo2020 #COVID19 #TorchRelay https://t.co/z9IH9LxwkZ
2021-03-16 07:39:48,didinyc,"opinions,mineRTS,❤❌ENDORSEMNTS",#Kinsler set to play for #Israel at #Tokyo2020 and aiming to #inspire #TokyoOlympics #Olympics #IanKinsler #WBC #baseball
2021-03-16 07:24:44,AethletiSports,,"Tamil Nadu's C.A. Bhavani Devi, scripted history by becoming the first fencer from India to qualify for the Tokyo Olympics.

#Tokyo2020 #Fencing #IndianTalent #BhavaniDevi #FirstIndian #SabreFencer #TamilnaduGirl #MedalContender #KirenRijiju https://t.co/b64kKvw0TM"
2021-03-16 07:13:15,RPDos918,"Quezon City, Metro Manila","LOOK | PH Karate team (Jamie Lim, Shariff Afif, Jason Macaalay, Alwyn Batican, Ivan Agustin , coaches Sonny Montalvo and Okay Orpa and Karate Pilipinas President Richard Lim) arrived in Istanbul for a 2-month training in a bid to qualify for #Tokyo2020 https://t.co/wnzMrzouKY"
2021-03-16 06:54:42,myfieldindia,,"#AnnuRanni made a new record for India as she throws the javelin 63.24 meters at the federation cup in Patiala!💪

Download our app for more updates:
https://t.co/pINEumHQX0.

#Tokyo2020 #olympics #athletics #athelete #javelin #javelinthrow #MyFiled https://t.co/2IDML04QFg"
2021-03-16 06:33:17,FISTOSPORTS,"Chennai, India","National javelin throw champion Annu Rani moved closer to the elusive Olympic qualification with a 63.24m throw on Monday, bettering her own two-year-old mark for a new National record on day one of the 24th Federation Cup. 💙🇮🇳

#FistoSports #NationalRecord  #Tokyo2020 https://t.co/pPoUajT4UW"
2021-03-16 06:08:39,paddle_aus,"Sydney, Australia","Our @AUSOlympicTeam #canoeslalom athletes @jessfoxcanoe @LucienDelfour and Daniel Watkins are on track for #Tokyo2020+1 after winning their respective events at the 2021 Penrith Open Canoe Slalom Series. 

Full story: https://t.co/uw0rcM5VDU

#TokyoTogether #icfslalom #teamaus"
2021-03-16 05:34:53,NBA_AU,,"""I’m really excited to be a part of it.""

3-time Olympian Matt Nielsen can't wait for Tokyo as the Boomers look to win their first-ever Olympic medal 🥇
@BasketballAus #Tokyo2020
https://t.co/naJo1joS1R"
2021-03-16 04:39:40,theAIS,Australian Capital Territory,"Great to have Olympic champion @IanThorpe
 visit #theAIS this morning and share experiences with athletes preparing for #Tokyo2020, including the Australian Rollers, AIS Paralympic athletics squad and the Olympic Artistic Swimming team.

@BasketballAus @AthsAust @AUSParalympics https://t.co/aN2Fx15rYD"
2021-03-16 04:16:58,SportsLounge4,"New Delhi, India","#Tokyo2020 torch relay to kick-off on schedule

https://t.co/U9Fou7Z0Ch

#TokyoOlympics #tokyo #Olympics @Tokyo2020 @Tokyo2020hi @Olympics @iocmedia @WeAreTeamIndia"
2021-03-16 03:24:47,RPC_87,All Around The Multiverse,"I´ll keep saying this over and over again:

(If it´s not @EURO2020 ...)

JUST BRING @esmuellert_ TO THE @OLYMPICS!!!!!

CC @DFB_Team_EN @DFB_Junioren @FCBayernUS 

#SVWFCB #FCBayern #MiaSanMia #packmas #Tokyo2020 https://t.co/lt9XiBgJoe"
2021-03-16 02:56:23,WorldUnitedMusi,"Montréal, Québec","Radiation Games 

Yellow is a nuclear meltdown,
sitting on an Olympic torch,
a three-ring circus fire,
on a radiant Fukushima porch.

Link to Poem and Info
https://t.co/jDteDp0tfc

#tokyo #Japan #Olympics #poem #brevity #Tokyo2020 #poetry https://t.co/xyj0Wp7icH"
2021-03-16 02:41:56,totsumusume,Translation by DeepL,"600 volunteers living in Miyagi Prefecture have declined to participate in the Olympics.

Miyagi Prefecture is next to Fukushima Prefecture, and many people died in the massive tsunami.

#covid19
#Olympics
#Tokyo2020
#TokyoOlympics
#Tokyo2021
#E484K
#Japanvariant✳️ https://t.co/DPqSoxujxP"
2021-03-16 01:42:19,19thAGofficial,Hangzhou,"The Tokyo Games organizing committee said Monday the Olympic torch relay's opening ceremony on March 25 will be held without spectators.

#Olympics #Tokyo2020 #TorchRelay #Hangzhou #AsianGames

https://t.co/ZnA9BbbRX1 https://t.co/CiNgz9RONd"
2021-03-16 01:38:26,J_SportsLawyer,"Tokyo, Japan","Kyodo - Tokyo Olympic organizers to consider daily COVID-19 tests on athletes #Tokyo2020 
https://t.co/yHYpb6y7Ax"
2021-03-16 01:37:12,J_SportsLawyer,"Tokyo, Japan","Japan (AFP) - Fans to be barred from Tokyo Olympic torch relay start  #Tokyo2020 
https://t.co/sdXHSVqufC"
2021-03-16 01:28:48,19thAGofficial,Hangzhou,"According to Kyodonews, the Tokyo Olympics organizer will likely consider the option of conducting coronavirus tests on participating athletes every day, instead of every four days as currently planned.

#Tokyo2020 #Olympics #Hangzhou #AsianGames 

https://t.co/CupPcrGVPG"
2021-03-16 01:26:11,patria1818,"Toronto, ON","Fencer Bhavani Devi makes history, qualifies for #Olympics #Tokyo2020 #TeamIndia https://t.co/oh6MJTY7tN via @IndianExpress"
2021-03-16 01:08:00,PrasadrsTOI,"Chennai, India","#BhavaniDevi has been a flag-bearer for fencing in the country. Spoke to the 27-year-old spoke on her journey, the hardships and the road ahead. #Tokyo2020 #TokyoOlympics https://t.co/6uUdEZITEx"
2021-03-16 00:52:41,fijitimes,"Suva, Fiji",Governments attending #Tokyo2020 set to be told to reduce delegation sizes https://t.co/6Gins1mjSh #FijiTimesOnline
2021-03-16 00:12:00,NingxiaM,"Taipei City, Taiwan","New Zealand Connects Olympic Athletes With Fans At Home Thru Tech

#NZ #IOC @iocmedia #Olympics #NewZealand #tokyo #TokyoOlympics #Tokyo2020 @IOCreporters @IocUnesco #paralympics @Paralympics #sport 

https://t.co/ehsj6B4ewM via @TheTaiwanTimes"
2021-03-16 00:11:49,TheTaiwanTimes,Taiwan,"New Zealand Connects Olympic Athletes With Fans At Home Thru Tech

#NZ #IOC @iocmedia #Olympics #NewZealand #tokyo #TokyoOlympics #Tokyo2020 @IOCreporters @IocUnesco #paralympics @Paralympics #sport 

https://t.co/GLZGMiQWXT via @TheTaiwanTimes"
2021-03-15 23:46:35,Matt_NBC4,"Columbus, OH",Hilliard's own and former Buckeye Nate Ebner giving the Olympics another chance! Will head to camp to try and qualify for Team USA once again. #Tokyo2020 https://t.co/JOoiifGzNm
2021-03-15 23:42:41,MarkBuckton1970,"Zhongzheng, Taipei.🇹🇼","New Zealand Connects Olympic Athletes With Fans At Home Thru Tech

#NZ #IOC @iocmedia #Olympics #NewZealand #tokyo #TokyoOlympics #Tokyo2020 @IOCreporters @IocUnesco #paralympics @Paralympics #sport 

https://t.co/3o3gb4s1Cx via @TheTaiwanTimes"
2021-03-15 23:40:21,MoreCadence,,"NITTA Yudai @yudai_nitta Giving back to Fukushima
https://t.co/HS0XWZ8RFy #Tokyo2020 @Tokyo2020"
2021-03-15 23:34:04,RTEsport,Ireland,"Liam Harbison, CEO Sport Ireland Institute, is hopeful that the natural rollout of vaccines will see Ireland's Olympic and Paralympic team immunised before #tokyo2020 @sportireland #rtesport https://t.co/up2ghLZczX"
2021-03-15 23:00:56,RugbyPass,Global,"An NFL star and 2016 Rio Olympian has re-joined the USA Sevens side following a five-year absence from rugby ahead of this year's Tokyo Olympics. #USASevens #TokyoOlympics #Tokyo2020 

https://t.co/Wx4zzoCrV2"
2021-03-15 22:46:32,LoriOki,"Hawaii, USA",Looks like sitting volleyball! Fun! 🏐@ParaVolley @Paralympics #Tokyo2020 https://t.co/neKsDow4uK
2021-03-15 22:44:36,NotionClothing,"Costa Mesa, CA","#Tokyo2020: Who’s in and who’s not❓

With the  2021 ISA World Surfing Games set to complete the Olympic Qualificatio…"
2021-03-15 22:38:07,JewelsRobber,,Talking all things #Tokyo2020 with Prof Nick Webborn OBE - Chair &amp; President of the British Paralympic Association @SportswiseUK @ParalympicsGB @uniofbrighton #Paralympics https://t.co/58g2peElHe
2021-03-15 22:30:25,yoshi_tachibana,Tokyo,"Standing silently 
#Tokyo2020 https://t.co/Gn8rd0nudQ"
2021-03-15 22:22:13,Rugby7sMagazine,,"""𝙒𝙝𝙚𝙣 𝙩𝙝𝙚 𝙐𝙣𝙞𝙩𝙚𝙙 𝙎𝙩𝙖𝙩𝙚𝙨 𝙘𝙖𝙢𝙚 𝙤𝙪𝙩, 𝙩𝙝𝙚 𝙧𝙤𝙖𝙧 𝙩𝙝𝙖𝙩 𝙄 𝙝𝙚𝙖𝙧𝙙 𝙞𝙣 𝙩𝙝𝙖𝙩 𝙨𝙩𝙖𝙙𝙞𝙪𝙢 𝙜𝙖𝙫𝙚 𝙢𝙚 𝙘𝙝𝙞𝙡𝙡𝙨, 𝙡𝙞𝙠𝙚 𝙣𝙤𝙩𝙝𝙞𝙣𝙜 𝙄’𝙫𝙚 𝙝𝙚𝙖𝙧𝙙 𝙗𝙚𝙛𝙤𝙧𝙚.."" @NateEbner on @TeamUSA 2016 Olympics Opening Ceremony #Tokyo2020 https://t.co/30SHNjC6fi"
2021-03-15 22:18:35,AuroraTheFox,,#Play2020  #Tokyo2020 #OfficialVideoGame #MarioandSonic #NintendoSwitch Mario using Tails' plane https://t.co/lD79qKnBuJ
2021-03-15 21:28:42,ISAsurfing,"La Jolla, CA","#Tokyo2020: Who’s in and who’s not❓

With the 2021 ISA World Surfing Games set to complete the Olympic Qualification process in June, let’s take a second to remind ourselves of who has already earned their ticket to Tokyo. https://t.co/01q9f4LsCM"
2021-03-15 20:51:44,TeamIreland,"Howth, Co. Dublin, Ireland","Going green for the week 💚☘️

#TeamIreland will be staying in the The Kitanomaru Hotel in 
@FukuroiCity for our official Pre-Games Training Camp ahead of #Tokyo2020 

Have a sneaky peek inside for the Irish food tasting event this week #StPatricksDay 

https://t.co/OIExilL82x"
2021-03-15 20:46:57,cun555,Newark,SPORTS And More : #TUDN #TeamHandball #Andebol  #Tokyo2020 #Portugal... https://t.co/abBXQypZCk
2021-03-15 20:27:06,RefugeesOlympic,,💬 All my dreams can come true if I have the courage to pursue my career. I hope to change the world by being myself. #RefugeeOlympicTeam #Tokyo2020 #StrongerTogether #Hope #OlympicRefuge https://t.co/suD5NDN2hO
2021-03-15 20:25:31,RefugeesOlympic,,"Meet Rose 🏃‍♀️
She is an IOC Refugee Athlete Scholarship-holder, an Olympian from Rio 2016 in athletics, and she is currently training in Kenya.

@Refugees @OlympicsKe @TeglaPeace @WorldAthletics @Tokyo2020 @Olympics 
#RefugeeOlympicTeam #Tokyo2020 #StrongerTogether #Hope https://t.co/zl0SzEsJqd"
2021-03-15 20:12:56,FarhanJamaal,"Boston, MA",129 Days Until Olympic #Tokyo2020
2021-03-15 20:08:00,Sport_Integrity,London,THE SII BRIEFS - 15 March 21: Athlete investigated for competing whilst banned; Footballer provisionally suspended after positive test; 'Katyusha' will not be the @Olympic_Russia anthem at #Tokyo2020; @fifamedia celebrate evidence being struck from record: https://t.co/p7JBYm5Fl8 https://t.co/ZZcVCP7uTC
2021-03-15 19:31:15,sportistan_in,,"OLYMPIC QUOTA ALERT! 🚨🇮🇳

@IamBhavaniDevi  creates history as she becomes the first Indian fencer ever to qualify for the Olympics!🤺💪🏻🔥

Read More: https://t.co/PW1AnZSP7z

#HistoryMaker #BhavaniDevi #Fencing #Tokyo2020 #SportistanFencing #Sportistan https://t.co/MGS1UMacQd"
2021-03-15 19:15:56,insidethegames,,"Four players have booked their places at @Tokyo2020 in the women's singles #tabletennis competition as the first knockout round concluded in #Doha
https://t.co/yFxIwAeCV5 @ittfworld #Tokyo2020 #Olympics"
2021-03-15 19:11:00,Gymnastics_Now,,France's Lorette Charpy is out of contention for #Tokyo2020 after tearing her ACL. Sad news. Get well soon @CharpyLorette! https://t.co/4TmX6jOOyK
2021-03-15 19:04:51,totsumusume,Translation by DeepL,"No school shutdown

In Japan, the school has not been closed since Jun 2020. Children go to school every day and take face-to-face classes. They are not given PCR tests. Only Japan is a different world on earth.
#covid19
#Olympics
#Tokyo2020
#TokyoOlympics
#E484K
#Japanvariant✳️"
2021-03-15 18:58:21,RefugeesOlympic,,"💬 A dream does not become reality through magic; it takes sweat, determination and hard work. #RefugeeOlympicTeam #Tokyo2020 #StrongerTogether #Hope #OlympicRefuge https://t.co/SHY8o489WB"
2021-03-15 18:56:57,RefugeesOlympic,,"Meet Lydia 🏃‍♀️
She is an IOC Refugee Athlete Scholarship-holder, a 800m runner, and she is currently training in Kenya.

@Refugees @OlympicsKe @TeglaPeace @WorldAthletics @Tokyo2020 @Olympics 
#RefugeeOlympicTeam #Tokyo2020 #StrongerTogether #Hope #OlympicRefuge https://t.co/ZtW0dqQ4vg"
2021-03-15 18:51:04,totsumusume,Translation by DeepL,"Japan🇯🇵
Of the 130 million Japanese citizens, 282,398 have completed the covid19 vaccination. The vaccination rate is now 0.22%.

#covid19
#covid19vaccine
#Olympics
#Tokyo2020
#TokyoOlympics
#Tokyo2021
#E484K
#Japanvariant✳️
#VaccinesWork https://t.co/Srz9puxKHO"
2021-03-15 18:08:16,ShoeGooSkate,"Eugene, OR",awesome! congratulations! Fay Ebert. @michael_tdsb @CosburnMS #TokyoOlympics #Tokyo2020 🇨🇦 https://t.co/PYLuBrQ44T
2021-03-15 17:53:14,Contentarcs,"London, England","It's happening this year! Top Olympians to watch - here is our list:  

Read the full article
▸ https://t.co/6OvxaUrr2T

#SummerOlympics #Tokyo2020 #OlympicGames https://t.co/kgXzZD6M01"
2021-03-15 17:50:27,insidethegames,,"Four-time @MLB All Star Ian Kinsler says inspiring the next generation of #baseball players from #Israel is one of his main motivations as he prepares to compete at @Tokyo2020 
https://t.co/ku4wFiYV6W #Tokyo2020 @wbscbaseball #MLB #Olympics"
2021-03-15 17:27:49,usacycling,"Colorado Springs, CO","#TeamUSSlay is the epitome of motivation, dedication, and teamwork. 👏 The six women of the Mountain Bike Olympic Long Team have turned an individual sport into a team event to qualify for the #Tokyo2020 #OlympicGames.

Read more: https://t.co/Y0W3ycyLm8 https://t.co/ZmulnvlaL7"
2021-03-15 17:21:45,thecodeofpoints,Dublin ,Lorette Charpy has ruptured her ACL and will be out of contention for #Tokyo2020 https://t.co/3OXGkhTK7y
2021-03-15 17:13:43,insidethegames,,"Speaking at the launch of the Museum of @WorldAthletics, the governing body's President @sebcoe has acknowledged that new shoe designs could lead to an increase in the number of world records during the @Tokyo2020 #Olympics
https://t.co/BHxHIbqinO #athletics #Tokyo2020"
2021-03-15 17:11:59,USParaNordic,"Colorado Springs, Colorado","With our world cup season over, many of our athletes are transitioning to pursuing #Tokyo2020!

We caught up with @KendallGretsch about the Slovenia world cup and taking advantage of an international Nordic competition leading into her Paratriathlon season.

#TeamUSA // 📸 IPC https://t.co/B83dDqHNss"
2021-03-15 17:06:08,jaolympic,Jamaica,"JOA Sports Webinar Series 

The Road to Tokyo 2020 🇯🇵🗼
This Wednesday @ 5pm 
.
.
Register with the link in our bio . 

#joa #sports #tokyo2020 #jamaica #athleticsja #webinarja #janaicansports #webinarseries https://t.co/s5LBOWP0Oa"
2021-03-15 16:52:07,MizzouBaseball,Taylor Stadium & Simmons Field,"#MizzouMade 👉 #Tokyo2020 

Ian Kinsler with a shot to become the first to win a World Series, WBC and Olympic gold 🥇 from @MLB 

#C2E🐯⚾

https://t.co/YjV5oH7wtN"
2021-03-15 16:34:22,alkassdigital,"Doha, Qatar","Tokyo Olympics organizers said the torch relay would begin on March 25 from the J-Village training center in Fukushima, as planned, launching the buildup to the start of the Games in July as they continue to work on COVID-19 countermeasures. #Tokyo2020 #TokyoOlympics https://t.co/lHjTyXRK5C"
2021-03-15 16:32:13,SoccerTodaySPN,North America,"📣 New Podcast! ""The Concacaf Men's Olympic Qualifier Special - Soccer Today"" on @Spreaker #concacaf #mls #qualifying #soccer #soccertoday #tokyo2020 https://t.co/WOIJyt6muD"
2021-03-15 16:30:00,ihf_info,"Basel, Switzerland","Next up in our countdown to the women's Tokyo Handball Qualification 2020, it's time to meet the teams in Tournament 3: Romania 🇷🇴, Montenegro 🇲🇪 and European champions Norway 🇳🇴 

#Tokyo2020 @NORhandball https://t.co/XEJCzbgkPR"
2021-03-15 16:22:00,GameTime_Sport,Worldwide,"High five if you go to Tokyo! 🖐️🇰🇷⚾

#Tokyo2020
🔙 #premier12 https://t.co/YRVB5Io5Cp"
2021-03-15 16:19:04,dodo938,"Bucks, UK","In which I try to explain why the IOC has become an echo chamber for its leader and why this is not good - even for the IOC.

https://t.co/jYEGG5Tx6Z

#olympics #Tokyo2020 #Beijing2022 #sportsbiz #brisbane2032"
2021-03-15 16:04:09,TalkinFight,,No news is Good news | Tokyo Olympics | Talkin' Fight https://t.co/IQNkyuOStU #boxing #olympic #Tokyo2020 #boxingtalkshow #talkinfight
2021-03-15 16:00:17,Tokyo2020,"Tokyo, Japan","🇧🇷 ✅
🇫🇷 ✅
🇩🇪 ✅
🇳🇴 ✅
🇵🇹 ✅
🇸🇪 ✅

Congrats to the six nations that picked up the final spots for men's handball at #Tokyo2020 this weekend!

Our recap of a dramatic weekend @ihf_info action 👇

https://t.co/Pccw94lm2L"
2021-03-15 15:54:51,kuwaittimesnews,Kuwait,"Fans barred from Tokyo Olympics torch relay start https://t.co/iXDalowSNi via @kuwaittimesnews 
#TokyoOlympics #Tokyo2020 https://t.co/3opNPy5r5Q"
2021-03-15 15:26:20,didinyc,"opinions,mineRTS,❤❌ENDORSEMNTS",I really don't know how you hold a fair #Tokyo2020 #Olympics https://t.co/BqRYg9ZlM6
2021-03-15 15:26:20,usrowing,USA,"This is it. We're in the final 500 of #Tokyo2020 team selection.

https://t.co/dPRL6hE2Uh
#rowing #olympics #teamusa #rowtotokyo @DrexelRowing @CalMRowing @UW_Rowing @HarvardHeavies @YaleHWTCrew @stanfordmrowing @CornellRowing @BrownMensCrew @umichrowing"
2021-03-15 15:25:22,KenHanscom,Los Angeles | California,"Article explores how #Tokyo2020 sponsors may react to banning of international spectators this summer. Spoiler: They’ll be looking compensation / make-goods, too. https://t.co/QTtr9KEVFD"
2021-03-15 15:12:10,WassimMuna,Perth,"#Tokyo2020 #Beijing2022 #coronavirus #COVID19 #Myanmar #HK #Portugal #Brazil #Norway #Malta #Sweden #Italy #Spain #France #Germany #Poland #UK #Ukraine #Turkey #EU #Finland #Denmark #Switzerland #Vatican #VaticanNews @nato 

You all lost. I won. War on terror is not finished. https://t.co/DpCoypQTRS"
2021-03-15 15:07:26,Naa_1022,Japan,"🇯🇵 #Tokyo2020 
129 Days to go.....
GO 🇺🇸🏐Team USA ❤️ https://t.co/48ZfdoTnac"
2021-03-15 14:52:00,StadDoha_en,Qatar,"Fans barred from Tokyo Olympics torch relay start

#StadDoha #Tokyo2020 

https://t.co/wf2iuuKf0s"
2021-03-15 14:39:32,IOLsport,South Africa,"Spectators will be barred from the start of the #Tokyo2020 Olympics torch relay, organisers said, announcing a pared-back launch as the countdown to the postponed Games begins in earnest

https://t.co/nqrAVogW98"
2021-03-15 14:39:22,IOL,South Africa,"Spectators will be barred from the start of the #Tokyo2020 Olympics torch relay, organisers said, announcing a pared-back launch as the countdown to the postponed Games begins in earnest @IOLsport

https://t.co/mTMWqfJ0ap"
2021-03-15 14:34:24,SportsgramIndia,India,"With ISSF New Delhi World Cup days away, now is a good time revisit the Olympic qualification scenario in Shooting.

Here is a look at how India can get another quota in shooting...

#roadtoTokyo | #Tokyo2020 | #ISSFWorldCup 

https://t.co/5xYxmxtidJ"
2021-03-15 14:27:25,nnis_sports,"Sector 49, Gurugram, Haryana ","Star Javelin Thrower Annu Rani bettered her own record of 62.43m with a best throw of 63.24m on Monday but still missed the Olympics qualification mark of 64m. 

#Tokyo2020 #TokyoOlympics #AnnuRani #JavelinThrow https://t.co/xFPUYYUcV4"
2021-03-15 14:11:46,safebird2,日本 東京,@Olympics @Tokyo2020 You shouldn’t talk about any equalities for #Tokyo2020 and #Beijing2022 #AbolishTheOlympics #cancelTheTokyoOlympics #stopgenocideolympics
2021-03-15 14:00:13,Tokyo2020,"Tokyo, Japan","The best quotes from last week as we gear towards #Tokyo2020 featuring: 

➡️ @yudai_nitta 
➡️ @onacarbonell 
➡️ @KojiMurofushi 
➡️ @EllieRobinsonGB 

Read here 👇
https://t.co/uLZGbB2CGO"
2021-03-15 14:00:02,PDChinaSports,,"The torch relay of #Tokyo2020 Olympics will begin as scheduled on March 25 in Fukushima, the organizers confirmed on Monday. https://t.co/aOfIrbxar0"
2021-03-15 13:39:57,aishiterutokyo,"Tokyo, Japan","Asked about playing at #Tokyo2020: ""Nothing (is) impossible, but it is not an easy situation for me because only three (OA) players can be selected. I've been selected so far [??] so I have to show (Moriyasu) I'm playing good. I have ambition about it, to show I play good again."""
2021-03-15 13:32:31,show_fieldcast,,"""When [the opening ceremony] happens, I know that we're getting back now. We're getting back to coming together. Make sure the Olympics happens because the world needs it."" -President Masai Ujiri

#Tokyo2020 #UnitedByEmotion https://t.co/nHcqPpWbaw"
2021-03-15 13:29:14,BhutaniRahul,New Delhi,In her only event of 2020 she threw 61.15 and now in her 3rd event of the year has bettered the National Record to 63.24. Though she hasn't touched the #Tokyo2020 qualification mark of 64.0 she is in a comfortable position to qualify via the rankings #IndianAthletics
2021-03-15 13:04:41,ihf_info,"Basel, Switzerland","Wins, losses, joy, grief and resilience have all been part of 🇵🇹 Portugal's epic journey to #Tokyo2020. ""These guys are all warriors, heroes,"" said coach Paulo Pereira. 

Read more 👉 https://t.co/7qlFoVOa26 https://t.co/2gcZXcjPlo"
2021-03-15 13:00:09,Tokyo2020hi,,"Which of these athletes qualified in the women's 100m at Rio 2016? 

🅰️ Dutee Chand
🅱️ Hima Das

#Tokyo2020 #UnitedByEmotion https://t.co/9hZlo7HgLk"
2021-03-15 12:55:08,archimanbTOI,"Kolkata, West Bengal","After @Neeraj_chopra1, its Annu Rani who set a National Record in javelin throw with attempt of 63.24m at Federation Cup in Patiala. She bettered her earlier NR mark of 62.43m. However, #Tokyo2020 qualifying mark remains at 64m @afiindia @Media_SAI @Olympics"
2021-03-15 12:51:51,tejaschogale,,@India_AllSports Go girl! #Tokyo2020
2021-03-15 12:51:10,India_AllSports,Email: indiaallsports@gmail.com,"And our girl Annu Rani has done it again! 
Annu Rani create New National Record in Javelin Throw with attempt of 63.24m at Federation Cup in Patiala; infact bettering her earlier NR mark of 62.43m. 
#Tokyo2020 qualifying mark: 64m https://t.co/2WE98OVlZx"
2021-03-15 12:43:39,RatnakarKrishn1,भारत 🇮🇳,"Tokyo #Olympics organizers said the torch relay would begin on #March25 from #Fukushima, as planned.Grand start ceremony and first section of #torchrelay on day one will not be open to the public due to #Covid_19 threat
#Tokyo2020
@Olympics
@NBCOlympics
.https://t.co/fl4uvjbwEW"
2021-03-15 12:38:10,WorldPentathlon,Monaco,"Follow athletes on their journey to #Tokyo2020 and enjoy unlimited archive content! 🙌

The platform will be enhanced with exclusive footage throughout the #Olympic year. 🔥

Look out for more details tomorrow...👀"
2021-03-15 12:26:40,sathish_ganesh,"Chennai, India",Fencing: Unlocked 🔓 Many Congratulations @IamBhavaniDevi for competing in Tokyo 2020 ( The first Indian fencer at the Olympics) 🤺 #Tokyo2020 https://t.co/c4d3xbL96M
2021-03-15 12:16:17,gymnastics,Lausanne,"We're counting down the days... 🤩

#Tokyo2020 #OlympicTorchRelay #Gymnastics https://t.co/naYZ5kT38J"
2021-03-15 12:11:50,peterspeaking,"Mumbai, India","Anu Rani with an NR in women's javelin throw! 

The Meerut athlete manages a distance of 63.24m, bettering her previous mark of 62.43m. The direct qualification for #Tokyo2020 is set at 64m.

#IndianAthletics #TokyoOlympics #OlympicGames"
2021-03-15 12:08:52,sanjraj,India,Tokyo Olympics torch relay begins as fans barred from attendance #stayhighonnews #ewoketv #tokyo #olympics #Tokyo2020 #japan https://t.co/yGknNxBT5H
2021-03-15 11:52:40,insidethegames,,"Japan has reportedly asked for Governments to reduce the size of their delegations to attend the #Tokyo2020 #Olympics and #Paralympics

https://t.co/YHZtKZ7AC2"
